,Spikes_hourly
2021-07-15 18:00:00,316.2297824874512
2021-07-15 19:00:00,223.80819626428772
2021-07-15 20:00:00,206.91964285714286
2021-07-15 21:00:00,268.971285196543
2021-07-15 22:00:00,245.95649749023983
2021-07-15 23:00:00,244.88430443267356
2021-07-16 00:00:00,269.04629113218067
2021-07-16 01:00:00,216.78282687482576
2021-07-16 02:00:00,281.0931399888455
2021-07-16 03:00:00,367.63392857142856
2021-07-16 04:00:00,404.46055199330914
2021-07-16 05:00:00,301.1712214166202
2021-07-16 06:00:00,186.67410091998886
2021-07-16 07:00:00,159.6652719665272
2021-07-16 08:00:00,131.47477000278784
2021-07-16 09:00:00,218.79007527181489
2021-07-16 10:00:00,261.0150585610708
2021-07-16 11:00:00,175.63423473654865
2021-07-16 12:00:00,92.33342626149987
2021-07-16 13:00:00,179.6487315305269
2021-07-16 14:00:00,185.72225320691578
2021-07-16 15:00:00,199.72121550041817
2021-07-16 16:00:00,140.5857740585774
2021-07-16 17:00:00,293.0582659604126
2021-07-16 18:00:00,95.34429885698356
2021-07-16 19:00:00,238.92916899051866
2021-07-16 20:00:00,286.03289657095064
2021-07-16 21:00:00,277.0002787844996
2021-07-16 22:00:00,228.01339285714286
2021-07-16 23:00:00,207.75020908837467
2021-07-17 00:00:00,221.80094786729862
2021-07-17 01:00:00,208.81204684885665
2021-07-17 02:00:00,205.74296069138555
2021-07-17 03:00:00,310.20635805911877
2021-07-17 04:00:00,279.0075271814887
2021-07-17 05:00:00,310.11987733482016
2021-07-17 06:00:00,216.84327941996654
2021-07-17 07:00:00,157.5689991636465
2021-07-17 08:00:00,113.4095344298857
2021-07-17 09:00:00,154.6875
2021-07-17 10:00:00,130.5075292805354
2021-07-17 11:00:00,153.55450236966826
2021-07-17 12:00:00,112.40591023139113
2021-07-17 13:00:00,211.82375906302286
2021-07-17 14:00:00,134.52314556609036
2021-07-17 15:00:00,147.53275717870088
2021-07-17 16:00:00,188.73396542108196
2021-07-17 17:00:00,194.70309450794537
2021-07-17 18:00:00,130.4711458042933
2021-07-17 19:00:00,284.02564817396154
2021-07-17 20:00:00,306.36160714285717
2021-07-17 21:00:00,285.10875627440043
2021-07-17 22:00:00,334.20685809868974
2021-07-17 23:00:00,241.07142857142858
2021-07-18 00:00:00,197.7691020635806
2021-07-18 01:00:00,134.4856425982715
2021-07-18 02:00:00,357.29021466406465
2021-07-18 03:00:00,211.82375906302286
2021-07-18 04:00:00,328.1851129077223
2021-07-18 05:00:00,248.968209704406
2021-07-18 06:00:00,244.9525934188511
2021-07-18 07:00:00,182.71054099274957
2021-07-18 08:00:00,161.62855549358616
2021-07-18 09:00:00,174.6793084216397
2021-07-18 10:00:00,146.8566638725901
2021-07-18 11:00:00,165.73660714285714
2021-07-18 12:00:00,296.0691385558963
2021-07-18 13:00:00,202.78862242052426
2021-07-18 14:00:00,150.54362977418455
2021-07-18 15:00:00,188.7866108786611
2021-07-18 16:00:00,237.99163179916317
2021-07-18 17:00:00,235.04464285714286
2021-07-18 18:00:00,234.8480624477279
2021-07-18 19:00:00,368.4327941996654
2021-07-18 20:00:00,203.73571229439642
2021-07-18 21:00:00,241.94088120468487
2021-07-18 22:00:00,217.78645107332034
2021-07-18 23:00:00,172.67150027886225
2021-07-19 00:00:00,154.60122699386503
2021-07-19 01:00:00,303.18970341354225
2021-07-19 02:00:00,167.65197992191858
2021-07-19 03:00:00,281.1715481171548
2021-07-19 04:00:00,369.33370504599947
2021-07-19 05:00:00,208.75383328686922
2021-07-19 06:00:00,235.91745677635248
2021-07-19 07:00:00,203.73571229439642
2021-07-19 08:00:00,254.9205464176192
2021-07-19 09:00:00,190.74177356385945
2021-07-19 10:00:00,163.68200836820083
2021-07-19 11:00:00,140.54656999442275
2021-07-19 12:00:00,162.6324595649749
2021-07-19 13:00:00,255.99553820412714
2021-07-19 14:00:00,288.0401449679398
2021-07-19 15:00:00,301.1712214166202
2021-07-19 16:00:00,212.76833008084748
2021-07-19 17:00:00,226.81906885977136
2021-07-19 18:00:00,262.01896263245953
2021-07-19 19:00:00,398.4388068023418
2021-07-19 20:00:00,275.0697155605131
2021-07-19 21:00:00,255.9241706161137
2021-07-19 22:00:00,265.0306748466258
2021-07-19 23:00:00,198.71759130192365
2021-07-20 00:00:00,148.5778025655326
2021-07-20 01:00:00,297.07276275439085
2021-07-20 02:00:00,200.72483969891275
2021-07-20 03:00:00,308.19854991634134
2021-07-20 04:00:00,236.9213608477412
2021-07-20 05:00:00,127.49581706636923
2021-07-20 06:00:00,146.5291329802063
2021-07-20 07:00:00,121.47239263803681
2021-07-20 08:00:00,216.78282687482576
2021-07-20 09:00:00,261.9459158070811
2021-07-20 10:00:00,272.0580033463469
2021-07-20 11:00:00,317.1452467242821
2021-07-20 12:00:00,153.59732292247628
2021-07-20 13:00:00,232.97071129707112
2021-07-20 14:00:00,333.20323390019513
2021-07-20 15:00:00,205.74296069138555
2021-07-20 16:00:00,194.75738984941438
2021-07-20 17:00:00,286.03289657095064
2021-07-20 18:00:00,240.93697713329615
2021-07-20 19:00:00,328.27663134411597
2021-07-20 20:00:00,334.39330543933056
2021-07-20 21:00:00,261.0150585610708
2021-07-20 22:00:00,188.681349316978
2021-07-20 23:00:00,322.3430962343096
2021-07-21 00:00:00,173.67540435025097
2021-07-21 01:00:00,224.8745119910764
2021-07-21 02:00:00,323.2571109871724
2021-07-21 03:00:00,230.83356565374962
2021-07-21 04:00:00,170.66369213608476
2021-07-21 05:00:00,350.4602510460251
2021-07-21 06:00:00,184.6668525229997
2021-07-21 07:00:00,270.05019520356944
2021-07-21 08:00:00,138.5001393922498
2021-07-21 09:00:00,352.3703290574456
2021-07-21 10:00:00,186.7261572783045
2021-07-21 11:00:00,240.93697713329612
2021-07-21 12:00:00,200.72483969891272
2021-07-21 13:00:00,161.6285554935862
2021-07-21 14:00:00,238.44315466029363
2021-07-21 15:00:00,163.28999092833382
2021-07-21 16:00:00,303.3482142857143
2021-07-21 17:00:00,242.94478527607365
2021-07-21 18:00:00,357.3898494143893
2021-07-21 19:00:00,308.11262893783106
2021-07-21 20:00:00,345.2467242821299
2021-07-21 21:00:00,295.06551435740175
2021-07-21 22:00:00,186.7261572783045
2021-07-21 23:00:00,269.04629113218067
2021-07-22 00:00:00,237.92526491912997
2021-07-22 01:00:00,255.9241706161137
2021-07-22 02:00:00,259.938667410092
2021-07-22 03:00:00,154.60122699386503
2021-07-22 04:00:00,434.56927794814607
2021-07-22 05:00:00,246.09375
2021-07-22 06:00:00,233.909648633575
2021-07-22 07:00:00,193.6994703094508
2021-07-22 08:00:00,228.82631725676052
2021-07-22 09:00:00,222.86670384829895
2021-07-22 10:00:00,176.63785893504323
2021-07-22 11:00:00,202.78862242052426
2021-07-22 12:00:00,176.5886287625418
2021-07-22 13:00:00,296.1517010596765
2021-07-22 14:00:00,228.9539748953975
2021-07-22 15:00:00,174.67930842163972
2021-07-22 16:00:00,245.88792863116814
2021-07-22 17:00:00,306.19074177356384
2021-07-22 18:00:00,240.86980763869528
2021-07-22 19:00:00,185.72225320691578
2021-07-22 20:00:00,300.0836353498745
2021-07-22 21:00:00,194.75738984941438
2021-07-22 22:00:00,242.94478527607362
2021-07-22 23:00:00,220.98214285714286
2021-07-23 00:00:00,149.54000557569
2021-07-23 01:00:00,237.92526491912997
2021-07-23 02:00:00,281.01477557847784
2021-07-23 03:00:00,352.27209367159185
2021-07-23 04:00:00,301.0872595483691
2021-07-23 05:00:00,230.8979364194088
2021-07-23 06:00:00,207.75020908837467
2021-07-23 07:00:00,229.89403234802006
2021-07-23 08:00:00,216.78282687482576
2021-07-23 09:00:00,222.80457206579314
2021-07-23 10:00:00,291.0510175634235
2021-07-23 11:00:00,138.5001393922498
2021-07-23 12:00:00,303.09450794535826
2021-07-23 13:00:00,238.86255924170615
2021-07-23 14:00:00,320.2453987730061
2021-07-23 15:00:00,273.5447891251307
2021-07-23 16:00:00,230.8979364194088
2021-07-23 17:00:00,165.59799275160302
2021-07-23 18:00:00,258.0033463469046
2021-07-23 19:00:00,329.1887371062169
2021-07-23 20:00:00,252.91329802063004
2021-07-23 21:00:00,172.62336214106494
2021-07-23 22:00:00,303.09450794535826
2021-07-23 23:00:00,161.6285554935862
2021-07-24 00:00:00,362.30833565653757
2021-07-24 01:00:00,208.75383328686925
2021-07-24 02:00:00,128.49972113775794
2021-07-24 03:00:00,221.8009478672986
2021-07-24 04:00:00,356.58482142857144
2021-07-24 05:00:00,335.3039598438371
2021-07-24 06:00:00,124.44940061332589
2021-07-24 07:00:00,266.03457891801446
2021-07-24 08:00:00,262.94954000557567
2021-07-24 09:00:00,234.8480624477279
2021-07-24 10:00:00,155.60513106525374
2021-07-24 11:00:00,116.42040702536939
2021-07-24 12:00:00,313.30543933054395
2021-07-24 13:00:00,245.08928571428572
2021-07-24 14:00:00,203.73571229439642
2021-07-24 15:00:00,192.69584611095624
2021-07-24 16:00:00,202.90178571428572
2021-07-24 17:00:00,353.57142857142856
2021-07-24 18:00:00,173.6269863395595
2021-07-24 19:00:00,268.11715481171547
2021-07-24 20:00:00,290.04739336492895
2021-07-24 21:00:00,120.43490381934764
2021-07-24 22:00:00,168.6088653470867
2021-07-24 23:00:00,251.97992191857222
2021-07-25 00:00:00,297.07276275439085
2021-07-25 01:00:00,202.12290502793294
2021-07-25 02:00:00,155.60513106525374
2021-07-25 03:00:00,318.1488709227767
2021-07-25 04:00:00,428.66703848298937
2021-07-25 05:00:00,188.68134931697796
2021-07-25 06:00:00,220.03907340217694
2021-07-25 07:00:00,195.70671870643991
2021-07-25 08:00:00,247.02928870292888
2021-07-25 09:00:00,211.76470588235296
2021-07-25 10:00:00,278.00390298299413
2021-07-25 11:00:00,359.3976575571667
2021-07-25 12:00:00,121.43852801784222
2021-07-25 13:00:00,332.29224762967095
2021-07-25 14:00:00,199.72121550041817
2021-07-25 15:00:00,124.484104852203
2021-07-25 16:00:00,126.45664901031503
2021-07-25 17:00:00,180.65235572902148
2021-07-25 18:00:00,256.9277948146083
2021-07-25 19:00:00,180.70273284997214
2021-07-25 20:00:00,346.3469046291132
2021-07-25 21:00:00,204.79643056330173
2021-07-25 22:00:00,159.5762475606356
2021-07-25 23:00:00,194.75738984941438
2021-07-26 00:00:00,186.67410091998886
2021-07-26 01:00:00,178.64510733203235
2021-07-26 02:00:00,304.18293363078635
2021-07-26 03:00:00,155.7354172481161
2021-07-26 04:00:00,207.8081427774679
2021-07-26 05:00:00,339.2249790911626
2021-07-26 06:00:00,109.4560669456067
2021-07-26 07:00:00,352.27209367159185
2021-07-26 08:00:00,130.4711458042933
2021-07-26 09:00:00,249.03765690376568
2021-07-26 10:00:00,133.51924149470162
2021-07-26 11:00:00,172.62336214106494
2021-07-26 12:00:00,173.77232142857144
2021-07-26 13:00:00,189.68497351547254
2021-07-26 14:00:00,322.43303571428567
2021-07-26 15:00:00,407.47142458879284
2021-07-26 16:00:00,160.57987175913019
2021-07-26 17:00:00,245.02092050209205
2021-07-26 18:00:00,213.77195427934208
2021-07-26 19:00:00,286.03289657095064
2021-07-26 20:00:00,250.90604962364094
2021-07-26 21:00:00,313.21807027328504
2021-07-26 22:00:00,292.05464176191805
2021-07-26 23:00:00,196.76519799219184
2021-07-27 00:00:00,371.34095344298856
2021-07-27 01:00:00,134.48564259827154
2021-07-27 02:00:00,188.73396542108196
2021-07-27 03:00:00,292.054641761918
2021-07-27 04:00:00,345.2467242821299
2021-07-27 05:00:00,244.88430443267356
2021-07-27 06:00:00,74.30962343096235
2021-07-27 07:00:00,231.90184049079755
2021-07-27 08:00:00,207.98213787329053
2021-07-27 09:00:00,133.48201839977696
2021-07-27 10:00:00,222.99107142857144
2021-07-27 11:00:00,206.74658488988013
2021-07-27 12:00:00,183.66322832450516
2021-07-27 13:00:00,179.6487315305269
2021-07-27 14:00:00,167.65197992191855
2021-07-27 15:00:00,171.6197379425704
2021-07-27 16:00:00,70.25369389461946
2021-07-27 17:00:00,97.37869492470719
2021-07-27 18:00:00,69.25006969612488
2021-07-27 19:00:00,271.1297071129707
2021-07-27 20:00:00,298.0763869528854
2021-07-27 21:00:00,291.05101756342344
2021-07-27 22:00:00,281.0931399888455
2021-07-27 23:00:00,371.34095344298856
2021-07-28 00:00:00,362.3083356565375
2021-07-28 01:00:00,144.60251046025104
2021-07-28 02:00:00,302.1751254880089
2021-07-28 03:00:00,388.4025648173961
2021-07-28 04:00:00,359.69857661177787
2021-07-28 05:00:00,132.4783942012824
2021-07-28 06:00:00,175.68321249302844
2021-07-28 07:00:00,70.25369389461946
2021-07-28 08:00:00,131.51143335192415
2021-07-28 09:00:00,195.70671870643991
2021-07-28 10:00:00,100.39040713887339
2021-07-28 11:00:00,74.62184873949579
2021-07-28 12:00:00,285.0292723724561
2021-07-28 13:00:00,64.24986056887897
2021-07-28 14:00:00,144.64285714285714
2021-07-28 15:00:00,34.12322274881517
2021-07-28 16:00:00,110.398661834402
2021-07-28 17:00:00,187.6777251184834
2021-07-28 18:00:00,146.56999442275517
2021-07-28 19:00:00,128.46389740730416
2021-07-28 20:00:00,225.94142259414227
2021-07-28 21:00:00,278.00390298299413
2021-07-28 22:00:00,284.0256481739615
2021-07-28 23:00:00,199.72121550041817
2021-07-29 00:00:00,280.08923591745673
2021-07-29 01:00:00,275.99665458600504
2021-07-29 02:00:00,92.35917456776352
2021-07-29 03:00:00,349.35861684327944
2021-07-29 04:00:00,285.0292723724561
2021-07-29 05:00:00,148.5778025655326
2021-07-29 06:00:00,88.31892946752161
2021-07-29 07:00:00,112.40591023139113
2021-07-29 08:00:00,164.64026770775237
2021-07-29 09:00:00,53.192082520211876
2021-07-29 10:00:00,179.7489539748954
2021-07-29 11:00:00,171.71548117154813
2021-07-29 12:00:00,26.10150585610708
2021-07-29 13:00:00,147.53275717870088
2021-07-29 14:00:00,53.22175732217573
2021-07-29 15:00:00,114.50892857142857
2021-07-29 16:00:00,79.30842163970998
2021-07-29 17:00:00,163.5907443546139
2021-07-29 18:00:00,151.54725397267913
2021-07-29 19:00:00,189.68497351547254
2021-07-29 20:00:00,404.5733407696598
2021-07-29 21:00:00,238.86255924170618
2021-07-29 22:00:00,208.92857142857144
2021-07-29 23:00:00,314.13437412879847
2021-07-30 00:00:00,298.0763869528854
2021-07-30 01:00:00,116.45287228109315
2021-07-30 02:00:00,270.05019520356944
2021-07-30 03:00:00,228.82631725676052
2021-07-30 04:00:00,339.22497909116254
2021-07-30 05:00:00,397.5460122699387
2021-07-30 06:00:00,105.40992749581706
2021-07-30 07:00:00,53.192082520211876
2021-07-30 08:00:00,134.48564259827154
2021-07-30 09:00:00,163.63636363636363
2021-07-30 10:00:00,87.33965421081984
2021-07-30 11:00:00,243.8287153652393
2021-07-30 12:00:00,220.79732366880404
2021-07-30 13:00:00,275.1464435146444
2021-07-30 14:00:00,217.84718349135528
2021-07-30 15:00:00,196.82008368200837
2021-07-30 16:00:00,253.98773006134968
2021-07-30 17:00:00,131.51143335192415
2021-07-30 18:00:00,51.18483412322275
2021-07-30 19:00:00,173.82082054144573
2021-07-30 20:00:00,143.55828220858896
2021-07-30 21:00:00,299.1634132738427
2021-07-30 22:00:00,192.74958170663695
2021-07-30 23:00:00,281.0931399888455
2021-07-31 00:00:00,162.5871201561193
2021-07-31 01:00:00,272.05800334634694
2021-07-31 02:00:00,203.79252649191298
2021-07-31 03:00:00,94.340674658489
2021-07-31 04:00:00,336.40167364016736
2021-07-31 05:00:00,262.01896263245953
2021-07-31 06:00:00,216.78282687482576
2021-07-31 07:00:00,314.39732142857144
2021-07-31 08:00:00,231.96652719665272
2021-07-31 09:00:00,99.35879565096181
2021-07-31 10:00:00,90.32617786451074
2021-07-31 11:00:00,380.47964305633013
2021-07-31 12:00:00,63.24595649749024
2021-07-31 13:00:00,157.5689991636465
2021-07-31 14:00:00,203.96315936366173
2021-07-31 15:00:00,78.30451756832124
2021-07-31 16:00:00,92.35917456776352
2021-07-31 17:00:00,93.36307863915225
2021-07-31 18:00:00,126.59782305330728
2021-07-31 19:00:00,186.7261572783045
2021-07-31 20:00:00,185.72225320691578
2021-07-31 21:00:00,207.75020908837467
2021-07-31 22:00:00,134.48564259827154
2021-07-31 23:00:00,233.84443824923335
2021-08-01 00:00:00,85.33184606804238
2021-08-01 01:00:00,144.52188458321717
2021-08-01 02:00:00,117.42403122386395
2021-08-01 03:00:00,165.59799275160302
2021-08-01 04:00:00,50.2092050209205
2021-08-01 05:00:00,352.27209367159185
2021-08-01 06:00:00,179.6487315305269
2021-08-01 07:00:00,127.49581706636923
2021-08-01 08:00:00,66.23919710064119
2021-08-01 09:00:00,110.39866183440199
2021-08-01 10:00:00,93.33705045999443
2021-08-01 11:00:00,51.19910764082543
2021-08-01 12:00:00,193.6994703094508
2021-08-01 13:00:00,55.199330917201
2021-08-01 14:00:00,199.72121550041817
2021-08-01 15:00:00,271.9821577920268
2021-08-01 16:00:00,70.25369389461945
2021-08-01 17:00:00,325.44642857142856
2021-08-01 18:00:00,128.46389740730416
2021-08-01 19:00:00,121.47239263803682
2021-08-01 20:00:00,179.7489539748954
2021-08-01 21:00:00,173.62698633955952
2021-08-01 22:00:00,304.0981321438528
2021-08-01 23:00:00,191.69222191246166
2021-08-02 00:00:00,329.1887371062169
2021-08-02 01:00:00,215.43624161073828
2021-08-02 02:00:00,359.2974630610538
2021-08-02 03:00:00,234.8480624477279
2021-08-02 04:00:00,163.5907443546139
2021-08-02 05:00:00,344.53125
2021-08-02 06:00:00,351.26846947309724
2021-08-02 07:00:00,123.44577641483134
2021-08-02 08:00:00,104.40602342442834
2021-08-02 09:00:00,45.18828451882845
2021-08-02 10:00:00,198.71759130192362
2021-08-02 11:00:00,88.31892946752161
2021-08-02 12:00:00,141.5110119877335
2021-08-02 13:00:00,59.36277249860257
2021-08-02 14:00:00,52.18845832171731
2021-08-02 15:00:00,147.5738984941439
2021-08-02 16:00:00,63.22832450515752
2021-08-02 17:00:00,247.96430563301726
2021-08-02 18:00:00,76.27543908558684
2021-08-02 19:00:00,163.0452903584329
2021-08-02 20:00:00,229.8299414552551
2021-08-02 21:00:00,299.1634132738427
2021-08-02 22:00:00,236.92136084774123
2021-08-02 23:00:00,269.9749093950376
2021-08-03 00:00:00,338.3156720580034
2021-08-03 01:00:00,218.79007527181489
2021-08-03 02:00:00,130.5075292805354
2021-08-03 03:00:00,243.81270903010036
2021-08-03 04:00:00,260.0111544896821
2021-08-03 05:00:00,230.83356565374964
2021-08-03 06:00:00,174.67930842163972
2021-08-03 07:00:00,184.71834913552703
2021-08-03 08:00:00,74.28890128276632
2021-08-03 09:00:00,112.40591023139113
2021-08-03 10:00:00,19.159663865546218
2021-08-03 11:00:00,18.070273284997214
2021-08-03 12:00:00,237.85893504321157
2021-08-03 13:00:00,101.42259414225941
2021-08-03 14:00:00,248.8988012266518
2021-08-03 15:00:00,15.058561070831008
2021-08-03 16:00:00,92.38493723849372
2021-08-03 17:00:00,140.54656999442275
2021-08-03 18:00:00,38.13771954279342
2021-08-03 19:00:00,204.739336492891
2021-08-03 20:00:00,408.4750487872874
2021-08-03 21:00:00,145.52550878171172
2021-08-03 22:00:00,143.51826038472262
2021-08-03 23:00:00,226.94560669456067
2021-08-04 00:00:00,324.1706161137441
2021-08-04 01:00:00,97.35154725397268
2021-08-04 02:00:00,284.02564817396154
2021-08-04 03:00:00,203.792526491913
2021-08-04 04:00:00,165.59799275160302
2021-08-04 05:00:00,257.93141901310287
2021-08-04 06:00:00,157.61293920803124
2021-08-04 07:00:00,13.047114580429328
2021-08-04 08:00:00,123.44577641483134
2021-08-04 09:00:00,17.066369213608475
2021-08-04 10:00:00,148.66071428571428
2021-08-04 11:00:00,91.3552704963748
2021-08-04 12:00:00,61.25523012552301
2021-08-04 13:00:00,51.24197599776724
2021-08-04 14:00:00,13.047114580429328
2021-08-04 15:00:00,17.061611374407583
2021-08-04 16:00:00,196.875
2021-08-04 17:00:00,40.22922636103152
2021-08-04 18:00:00,85.30805687203792
2021-08-04 19:00:00,120.46848856664808
2021-08-04 20:00:00,195.70671870643991
2021-08-04 21:00:00,208.75383328686922
2021-08-04 22:00:00,146.56999442275514
2021-08-04 23:00:00,109.39503763590744
2021-08-05 00:00:00,138.5001393922498
2021-08-05 01:00:00,180.65235572902148
2021-08-05 02:00:00,227.8862242052426
2021-08-05 03:00:00,233.84443824923338
2021-08-05 04:00:00,154.5581265681628
2021-08-05 05:00:00,201.7284638974073
2021-08-05 06:00:00,308.19854991634134
2021-08-05 07:00:00,33.1195985503206
2021-08-05 08:00:00,28.10931399888455
2021-08-05 09:00:00,116.42040702536939
2021-08-05 10:00:00,250.6457046603032
2021-08-05 11:00:00,328.36820083682005
2021-08-05 12:00:00,41.14859213827711
2021-08-05 13:00:00,139.50376359074437
2021-08-05 14:00:00,156.56537496515193
2021-08-05 15:00:00,92.33342626149987
2021-08-05 16:00:00,73.26456649010315
2021-08-05 17:00:00,58.22643614054657
2021-08-05 18:00:00,379.36994703094507
2021-08-05 19:00:00,81.29356007805966
2021-08-05 20:00:00,130.4711458042933
2021-08-05 21:00:00,164.59436855310844
2021-08-05 22:00:00,174.6793084216397
2021-08-05 23:00:00,187.6777251184834
2021-08-06 00:00:00,78.28268748257597
2021-08-06 01:00:00,152.55087817117368
2021-08-06 02:00:00,111.43335192414948
2021-08-06 03:00:00,122.47629670942554
