cow,date,hour,WALK,SLEEP,EAT,ACTIVITY_LEVEL,A,B,B2,B3,B4,C,D,E,F,F2,OK
2007163,2015-03-03,12,16.581000,3583.418000,0.000000,-821.533180,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-03,13,162.774000,1852.128000,1585.097000,265.795140,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-03,14,1968.806000,42.615000,1555.427000,958.486850,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-03,15,2208.220000,0.000000,1391.779000,937.862380,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-03,16,203.066000,0.000000,3396.933000,1459.202420,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-03,17,901.063000,469.797000,2207.839000,963.409150,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-03,18,351.914000,2717.896000,530.189000,-346.130460,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-03,19,313.111000,3286.888000,0.000000,-705.886480,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-03,20,84.932000,3515.067000,0.000000,-794.876290,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-03,21,2.369000,3597.630000,0.000000,-827.075860,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-03,22,900.301000,1142.107000,1535.130000,526.118150,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-03,23,187.971000,1692.436000,1719.592000,363.043720,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-03,24,56.751000,3543.248000,0.000000,-805.866880,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,1,0.000000,3599.999000,0.000000,-827.999770,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,2,49.658000,3550.341000,0.000000,-808.633150,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,3,24.821000,3575.178000,0.000000,-818.319580,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,4,25.415000,3574.584000,0.000000,-818.087920,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,5,213.267000,3386.732000,0.000000,-744.825640,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,6,1603.179000,529.429000,1467.391000,751.044190,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,7,1135.618000,0.000000,2464.381000,1216.738900,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,8,1900.548000,1195.537000,503.914000,240.758050,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,9,542.627000,3056.188000,0.000000,-616.102920,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,10,866.704000,2724.433000,8.862000,-484.224910,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,11,278.408000,1274.633000,2046.958000,611.102050,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,12,858.877000,25.401000,2697.997000,1264.736830,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,13,1085.039000,760.463000,1734.393000,727.144810,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,14,1347.524000,2251.292000,1.183000,-301.696460,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,15,2964.164000,243.911000,391.924000,582.774790,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,16,561.370000,28.397000,2998.996000,1342.866210,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,17,323.309000,31.915000,3244.775000,1407.194490,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,18,586.051000,1066.590000,1927.267000,657.904600,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,19,427.009000,2787.332000,385.658000,-410.788560,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,20,163.587000,3436.412000,0.000000,-764.200840,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,21,110.419000,3489.580000,0.000000,-784.936360,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,22,220.896000,3379.103000,0.000000,-741.850330,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,23,160.001000,580.936000,2816.546000,1074.934200,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-04,24,247.981000,1609.756000,1742.262000,401.183120,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-05,1,315.349000,2350.343000,934.307000,-97.714110,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,2,330.673000,2720.901000,548.425000,-342.561050,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,3,77.339000,3522.660000,0.000000,-797.837560,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,4,562.048000,3034.411000,0.000000,-607.986850,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,5,43.097000,3556.902000,0.000000,-811.191940,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,6,1395.350000,1131.252000,1073.397000,413.894780,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,7,1905.205000,0.000000,1694.794000,1016.646280,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,8,734.770000,2839.829000,25.400000,-524.929470,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,9,0.000000,3599.999000,0.000000,-827.999770,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,10,453.936000,1348.680000,1782.797000,511.208100,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,11,729.206000,0.000000,2858.217000,1317.124100,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,12,688.838000,2260.862000,650.299000,-136.658600,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,13,381.730000,1448.644000,1767.258000,470.137040,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,14,1051.252000,332.331000,2208.131000,1019.179210,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,15,1848.802000,1751.197000,0.000000,-106.966990,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,16,417.482000,0.000000,3165.325000,1396.233620,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,17,1086.738000,86.519000,2426.742000,1173.210350,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,18,486.675000,2871.340000,241.984000,-480.906920,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,19,232.247000,1111.305000,2256.447000,729.267110,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,20,165.428000,3434.571000,0.000000,-763.482850,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,21,102.786000,3497.213000,0.000000,-787.913230,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,22,80.926000,3519.073000,0.000000,-796.438630,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,23,30.719000,3569.280000,0.000000,-816.019360,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-05,24,423.430000,1697.161000,1430.398000,278.168930,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,1,523.779000,715.240000,2360.980000,910.911040,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,2,105.707000,3494.292000,0.000000,-786.774040,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,3,2.365000,3597.634000,0.000000,-827.077420,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,4,16.530000,3583.469000,0.000000,-821.553070,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,5,0.000000,3599.999000,0.000000,-827.999770,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,6,1432.438000,363.838000,1803.723000,903.071000,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,7,2736.628000,108.069000,686.205000,701.210710,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,8,466.480000,3129.110000,4.409000,-643.206720,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,9,398.185000,2960.800000,241.014000,-516.048520,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,10,455.476000,199.158000,2945.365000,1264.123120,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,11,450.804000,3127.325000,0.000000,-647.156110,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,12,12.423000,3587.576000,0.000000,-823.154800,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,13,1012.662000,681.284000,1906.053000,805.872860,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,14,1809.038000,59.247000,340.944000,419.015750,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,15,3079.911000,0.000000,520.088000,711.222720,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,16,711.870000,341.825000,2546.304000,1104.727130,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,17,725.468000,2847.220000,27.311000,-527.315100,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,18,518.070000,1916.996000,1164.933000,131.253980,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,19,267.969000,334.758000,2949.949000,1204.859280,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,20,37.258000,3562.741000,0.000000,-813.469150,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,21,158.771000,3441.228000,0.000000,-766.079080,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,22,46.121000,3553.878000,0.000000,-810.012580,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,23,563.375000,2976.351000,60.273000,-569.106070,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-06,24,684.848000,2873.793000,41.358000,-534.026350,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,1,7.089000,3592.910000,0.000000,-825.235060,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,2,74.460000,3518.445000,7.094000,-794.349270,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,3,38.385000,3561.614000,0.000000,-813.029620,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,4,11.816000,3588.183000,0.000000,-823.391530,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,5,18.911000,3581.088000,0.000000,-820.624480,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,6,2061.877000,1093.341000,444.781000,265.239910,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,7,928.712000,46.097000,2610.416000,1234.366330,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,8,126.509000,0.000000,3473.490000,1479.107240,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,9,416.217000,0.000000,3183.782000,1403.783160,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,10,584.181000,104.776000,2911.042000,1292.008120,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,11,394.545000,3205.454000,0.000000,-674.127220,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,12,37.452000,3562.547000,0.000000,-813.393490,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,13,510.330000,1304.486000,1766.754000,523.657700,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,14,3.572000,3596.427000,0.000000,-826.606690,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,15,2007.805000,581.621000,1010.573000,611.916630,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,16,114.687000,0.000000,3485.312000,1482.180960,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,17,241.033000,0.000000,3323.938000,1434.619240,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,18,136.467000,2221.381000,1242.151000,32.620510,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,19,12.430000,3587.569000,0.000000,-823.152070,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,20,0.000000,3599.999000,0.000000,-827.999770,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,21,386.231000,3213.768000,0.000000,-677.369680,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,22,0.000000,3599.999000,0.000000,-827.999770,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,23,35.519000,3564.480000,0.000000,-814.147360,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-07,24,31.985000,3568.014000,0.000000,-815.525620,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,1,37.889000,3562.110000,0.000000,-813.223060,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,2,0.000000,3599.999000,0.000000,-827.999770,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,3,4.740000,3595.259000,0.000000,-826.151170,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,4,2.374000,3597.625000,0.000000,-827.073910,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,5,159.198000,3440.801000,0.000000,-765.912550,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,6,1723.359000,673.333000,1203.307000,626.259790,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,7,172.884000,0.000000,3427.115000,1467.049740,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,8,537.574000,0.000000,3062.425000,1372.230340,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,9,1117.724000,1586.863000,875.865000,181.720650,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,10,677.100000,1896.573000,1021.586000,101.190330,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,11,19.012000,3580.987000,0.000000,-820.585090,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,12,30.341000,3569.658000,0.000000,-816.166780,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,13,621.659000,1985.097000,993.243000,60.055190,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,14,2069.409000,20.234000,1507.974000,959.800700,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,15,1692.907000,384.301000,1522.791000,822.048110,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,16,84.569000,0.000000,3515.430000,1490.011640,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,17,764.722000,2229.504000,564.746000,-153.237080,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,18,93.633000,2673.154000,833.212000,-249.895100,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,19,1239.461000,1105.535000,1255.003000,471.141970,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,20,220.031000,3379.968000,0.000000,-742.187680,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,21,80.568000,3519.431000,0.000000,-796.578250,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,22,211.396000,619.432000,2769.171000,1054.405820,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,23,662.960000,1595.179000,1258.977000,267.952770,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-08,24,0.000000,3599.999000,0.000000,-827.999770,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-09,1,12.421000,3587.578000,0.000000,-823.155580,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,2,119.451000,3480.548000,0.000000,-781.413880,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,3,56.185000,3543.814000,0.000000,-806.087620,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,4,79.880000,3520.119000,0.000000,-796.846570,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,5,88.735000,3511.264000,0.000000,-793.393120,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,6,1220.166000,968.471000,1411.362000,565.250270,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,7,1704.319000,0.000000,1895.680000,1068.876640,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,8,3224.493000,0.000000,375.506000,673.631400,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,9,262.340000,0.000000,3336.472000,1443.292640,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,10,1464.329000,951.514000,1184.156000,512.789940,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,11,111.578000,3488.421000,0.000000,-784.484350,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,12,27.327000,3572.672000,0.000000,-817.342240,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,13,239.985000,917.341000,2442.673000,853.331830,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,14,814.136000,34.447000,2720.541000,1264.966170,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,15,2794.050000,0.000000,805.949000,785.546580,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,16,147.234000,0.000000,3452.765000,1473.718740,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,17,556.168000,2502.764000,539.884000,-259.897560,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,18,975.093000,715.613000,1896.237000,787.843430,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,19,612.041000,2397.853000,524.328000,-233.361870,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,20,151.018000,3448.981000,0.000000,-769.102750,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,21,52.091000,3547.908000,0.000000,-807.684280,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,22,433.273000,3166.726000,0.000000,-659.023300,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,23,17.172000,3582.827000,0.000000,-821.302690,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-09,24,44.943000,3555.056000,0.000000,-810.472000,0,0,0,0,0,1,0,0,0,0,0
2007163,2015-03-10,1,571.668000,1038.260000,1990.071000,688.496900,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,2,731.232000,1958.812000,906.409000,47.162140,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,3,342.893000,3255.926000,1.180000,-693.504500,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,4,0.000000,3599.999000,0.000000,-827.999770,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,5,0.000000,3599.999000,0.000000,-827.999770,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,6,1452.868000,579.344000,1567.787000,757.680300,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,7,270.871000,1308.999000,2020.129000,590.723770,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,8,47.350000,3552.649000,0.000000,-809.533270,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,9,262.340000,0.000000,3336.472000,1443.292640,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,10,548.647000,1915.285000,479.828000,-151.204270,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,11,16.023000,3583.976000,0.000000,-821.750800,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,12,29.105000,3570.894000,0.000000,-816.648820,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,13,238.290000,1031.753000,2329.956000,779.404730,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,14,1018.138000,2429.769000,152.092000,-332.066150,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,15,2179.497000,602.733000,817.769000,553.553910,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,16,770.421000,35.716000,2752.778000,1271.219440,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,17,361.974000,338.129000,2873.746000,1187.119490,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,18,301.128000,3298.871000,0.000000,-710.559850,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,19,43.275000,3556.724000,0.000000,-811.122520,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,20,0.000000,3599.999000,0.000000,-827.999770,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,21,546.639000,3013.098000,39.076000,-589.138380,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,22,946.916000,330.717000,2322.366000,1050.835370,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,23,270.251000,3329.748000,0.000000,-722.601880,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-10,24,16.566000,3583.433000,0.000000,-821.539030,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-11,1,259.717000,3340.282000,0.000000,-726.710140,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,2,26.625000,3573.374000,0.000000,-817.616020,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,3,46.752000,3553.247000,0.000000,-809.766490,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,4,0.000000,3599.999000,0.000000,-827.999770,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,5,0.000000,3599.999000,0.000000,-827.999770,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,6,1563.500000,377.995000,1658.504000,859.792830,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,7,464.473000,750.180000,2385.346000,903.619600,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,8,438.266000,2413.430000,748.303000,-170.679080,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,9,387.908000,3200.251000,11.840000,-669.019650,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,10,25.527000,2445.442000,0.000000,-558.367340,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,11,342.013000,2151.515000,1076.764000,12.114510,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,12,780.351000,2775.668000,15.449000,-507.058900,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,13,337.284000,1347.764000,1914.951000,548.259140,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,14,1493.673000,1758.946000,347.380000,-19.670300,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,15,2510.503000,928.877000,160.619000,255.498750,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,16,444.078000,0.000000,3155.921000,1396.539300,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,17,623.566000,972.911000,1955.326000,697.237950,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,18,0.000000,3599.999000,0.000000,-827.999770,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,19,340.301000,1858.143000,1379.029000,206.267450,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,20,548.840000,3051.159000,0.000000,-613.952170,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,21,0.000000,3599.999000,0.000000,-827.999770,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,22,700.394000,472.065000,2427.540000,1023.054890,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,23,0.000000,3599.999000,0.000000,-827.999770,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-11,24,0.000000,3599.999000,0.000000,-827.999770,0,0,0,0,0,0,0,0,0,0,1
2007163,2015-03-12,1,604.859000,2995.140000,0.000000,-592.104760,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-12,2,410.099000,3189.900000,0.000000,-668.061160,0,0,0,0,0,0,1,0,0,0,0
2007163,2015-03-12,3,300.578000,3299.421000,0.000000,-710.774350,0,0,0,0,0,0,1,0,0,0,0
