cow,date,hour,WALK,SLEEP,EAT,ACTIVITY_LEVEL,A,B,B2,B3,B4,C,D,E,F,F2,OK
10127,2013-10-09,1,235.534000,3364.465000,0.000000,-736.141510,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,2,3274.181000,325.818000,0.000000,448.930820,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,3,1295.229000,289.074000,2015.696000,987.341940,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,4,4.699000,3595.300000,0.000000,-826.167160,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,5,76.326000,3523.673000,0.000000,-798.232630,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,6,10.555000,3589.444000,0.000000,-823.883320,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,7,490.516000,445.000000,2664.483000,1095.215420,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,8,0.000000,0.000000,3599.999000,1511.999580,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,9,287.819000,651.288000,2660.892000,1013.829440,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,10,306.082000,3293.917000,0.000000,-708.627790,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,11,16.416000,3583.583000,0.000000,-821.597530,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,12,179.401000,3420.598000,0.000000,-758.033380,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,13,2581.619000,312.812000,705.568000,637.450840,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,14,409.869000,1.178000,3188.952000,1404.667940,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,15,1159.061000,22.295000,2418.643000,1196.151970,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,16,584.152000,3015.847000,0.000000,-600.180490,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,17,60.971000,3539.028000,0.000000,-804.221080,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,18,134.976000,3465.023000,0.000000,-775.359130,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,19,995.916000,165.442000,2438.641000,1145.524120,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,20,2374.262000,813.775000,411.962000,365.737710,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,21,1802.696000,185.237000,1612.066000,922.894570,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,22,83.189000,3386.241000,130.569000,-710.686210,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,23,21.053000,3578.946000,0.000000,-819.789100,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-09,24,15.223000,3584.776000,0.000000,-822.062800,0,0,0,0,0,0,0,0,0,0,1
